match_id,p0hand,p1hand,hard,clay,grass,gender,sets_wr,sets_won,match_wr,match_win
20160126-W-Australian_Open-QF-Serena_Williams-Maria_Sharapova,1,1,1,0,0,0,"[0.4805194805194805, 0.3333333333333333]","[0, 0]",0.4262295081967213,0
20160124-W-Australian_Open-R16-Serena_Williams-Margarita_Gasparyan,1,1,1,0,0,0,"[0.3958333333333333, 0.35]","[0, 0]",0.375,0
20160123-W-Australian_Open-R32-Victoria_Azarenka-Naomi_Osaka,1,1,1,0,0,0,"[0.358974358974359, 0.3333333333333333]","[0, 0]",0.345679012345679,0
20160123-W-Australian_Open-R16-Maria_Sharapova-Belinda_Bencic,1,1,1,0,0,0,"[0.4583333333333333, 0.4691358024691358]","[0, 0]",0.4632768361581921,0
20160122-W-Australian_Open-R32-Serena_Williams-Darya_Kasatkina,1,1,1,0,0,0,"[0.2702702702702703, 0.2222222222222222]","[0, 0]",0.2465753424657534,0
20160122-W-Australian_Open-R32-Maria_Sharapova-Lauren_Davis,1,1,1,0,0,0,"[0.2571428571428571, 0.4631578947368421, 0.24242424242424243]","[0, 0, 0]",0.37423312883435583,0
20160122-W-Australian_Open-R32-Kristina_Mladenovic-Daria_Gavrilova,1,1,1,0,0,0,"[0.5576923076923077, 0.43859649122807015, 0.5378151260504201]","[1, 0, 1]",0.5175438596491229,1
20160121-W-Australian_Open-R64-Danka_Kovinic-Victoria_Azarenka,1,1,1,0,0,0,"[0.6818181818181818, 0.6382978723404256]","[1, 1]",0.6593406593406593,1
20160118-W-Australian_Open-R128-Carina_Witthoeft-Saisai_Zheng,1,1,1,0,0,0,"[0.6842105263157895, 0.5606060606060606]","[1, 1]",0.6057692307692307,1
20160116-W-Hobart-SF-Eugenie_Bouchard-Dominika_Cibulkova,1,1,1,0,0,0,"[0.2857142857142857, 0.5428571428571428, 0.48333333333333334]","[0, 1, 0]",0.4666666666666667,0
20160116-W-Hobart-F-Eugenie_Bouchard-Alize_Cornet,1,1,1,0,0,0,"[0.5925925925925926, 0.56]","[1, 1]",0.5769230769230769,1
20160115-W-Hobart-SF-Alize_Cornet-Johanna_Larsson,1,1,1,0,0,0,"[0.3673469387755102, 0.32558139534883723]","[0, 0]",0.34782608695652173,0
20160114-W-Hobart-QF-Camila_Giorgi-Eugenie_Bouchard,1,1,1,0,0,0,"[0.5573770491803278, 0.6086956521739131]","[1, 1]",0.5794392523364486,1
20160112-W-Hobart-R16-Dominika_Cibulkova-Kimberly_Birrell,1,1,1,0,0,0,"[0.2894736842105263, 0.20588235294117646]","[0, 0]",0.25,0
20160112-W-Hobart-R16-Alison_Van_Uytvanck-Eugenie_Bouchard,1,1,1,0,0,0,"[0.5301204819277109, 0.5394736842105263]","[1, 1]",0.5345911949685535,1
20160111-W-Hobart-R32-Denisa_Allertova-Alize_Cornet,1,1,1,0,0,0,"[0.5423728813559322, 0.5333333333333333]","[1, 1]",0.5373134328358209,1
20160111-W-Hobart-R32-Bethanie_Mattek_Sands-Eugenie_Bouchard,1,1,1,0,0,0,"[0.6226415094339622, 0.6923076923076923]","[1, 1]",0.6521739130434783,1
20160111-W-Hobart-R16-Camila_Giorgi-Nao_Hibino,1,1,1,0,0,0,"[0.43636363636363634, 0.4426229508196721]","[0, 0]",0.4396551724137931,0
20160110-W-Hobart-R32-Maddison_Inglis-Margarita_Gasparyan,1,1,1,0,0,0,"[0.5230769230769231, 0.625]","[1, 1]",0.5663716814159292,1
20160109-W-Brisbane-F-Angelique_Kerber-Victoria_Azarenka,0,1,1,0,0,0,"[0.5471698113207547, 0.6458333333333334]","[1, 1]",0.594059405940594,1
20160108-W-Brisbane-SF-Carla_Suarez_Navarro-Angelique_Kerber,1,0,1,0,0,0,"[0.627906976744186, 0.5507246376811594]","[1, 1]",0.5803571428571429,1
20160107-W-Brisbane-QF-Varvara_Lepchenko-Carla_Suarez_Navarro,0,1,1,0,0,0,"[0.44285714285714284, 0.546875, 0.5416666666666666]","[0, 1, 1]",0.5130434782608696,1
20160107-W-Brisbane-QF-Anastasia_Pavlyuchenkova-Angelique_Kerber,1,0,1,0,0,0,"[0.546875, 0.5818181818181818]","[1, 1]",0.5630252100840336,1
20160105-W-Brisbane-R16-Samantha_Stosur-Carla_Suarez_Navarro,1,1,1,0,0,0,"[0.65, 0.4875, 0.5272727272727272]","[1, 0, 1]",0.5371428571428571,1
20160105-W-Auckland-R32-Venus_Williams-Darya_Kasatkina,1,1,1,0,0,0,"[0.46153846153846156, 0.58, 0.5538461538461539]","[0, 1, 1]",0.5194174757281553,1
20160104-W-Brisbane-R32-Sara_Errani-Belinda_Bencic,1,1,1,0,0,0,"[0.6666666666666666, 0.7]","[1, 1]",0.6829268292682927,1
20160104-W-Brisbane-R32-Roberta_Vinci-Jelena_Jankovic,1,1,1,0,0,0,"[0.5869565217391305, 0.44, 0.47368421052631576]","[1, 0, 0]",0.4873096446700508,0
20160104-W-Brisbane-R32-Elena_Vesnina-Victoria_Azarenka,1,1,1,0,0,0,"[0.5571428571428572, 0.6274509803921569]","[1, 1]",0.5867768595041323,1
20160104-W-Auckland-R32-Polona_Hercog-Sloane_Stephens,1,1,1,0,0,0,"[0.64, 0.5740740740740741]","[1, 1]",0.6057692307692307,1
20160104-W-Auckland-R32-Jelena_Ostapenko-Johanna_Larsson,1,1,1,0,0,0,"[0.38, 0.4657534246575342]","[0, 0]",0.43089430894308944,0
20160103-W-Brisbane-R32-Anastasia_Pavlyuchenkova-Timea_Bacsinszky,1,1,1,0,0,0,"[0.3488372093023256, 0.3617021276595745]","[0, 0]",0.35555555555555557,0
20151107-W-Zhuhai-SF-Elina_Svitolina-Karolina_Pliskova,1,1,1,0,0,0,"[0.5636363636363636, 0.7142857142857143]","[1, 1]",0.6222222222222222,1
20151107-W-Zhuhai-RR-Elina_Svitolina-Carla_Suarez_Navarro,1,1,1,0,0,0,"[0.52, 0.38095238095238093, 0.43333333333333335]","[1, 0, 0]",0.4713656387665198,0
20151105-W-ITF_Waco-R16-Grace_Min-Anna_Tatishvili,1,1,1,0,0,0,"[0.6666666666666666, 0.5740740740740741]","[1, 1]",0.6129032258064516,1
20151031-W-Singapore-SF-Maria_Sharapova-Petra_Kvitova,1,0,1,0,0,0,"[0.5614035087719298, 0.5294117647058824]","[1, 1]",0.5422535211267606,1
20151027-W-Singapore-RR-Flavia_Pennetta-Agnieszka_Radwanska,1,1,1,0,0,0,"[0.5, 0.453125]","[0, 0]",0.4782608695652174,0
20151025-W-Singapore-RR-Lucie_Safarova-Garbine_Muguruza,0,1,1,0,0,0,"[0.5714285714285714, 0.5333333333333333]","[1, 1]",0.55,1
20151025-W-Singapore-RR-Angelique_Kerber-Garbine_Muguruza,0,1,1,0,0,0,"[0.5573770491803278, 0.5375]","[1, 1]",0.5460992907801419,1
20151024-W-Moscow-F-Svetlana_Kuznetsova-Anastasia_Pavlyuchenkova,1,1,1,0,0,0,"[0.41379310344827586, 0.3541666666666667]","[0, 0]",0.3867924528301887,0
20151021-W-Moscow-R16-Anastasija_Sevastova-Karolina_Pliskova,1,1,1,0,0,0,"[0.4583333333333333, 0.4827586206896552]","[0, 0]",0.4734042553191489,0
20151016-W-Hong_Kong-QF-Venus_Williams-Alize_Cornet,1,1,1,0,0,0,"[0.32558139534883723, 0.2926829268292683]","[0, 0]",0.30952380952380953,0
20151011-W-Beijing-F-Timea_Bacsinszky-Garbine_Muguruza,1,1,1,0,0,0,"[0.527027027027027, 0.5471698113207547]","[1, 1]",0.5354330708661418,1
20151010-W-Beijing-SF-Agnieszka_Radwanska-Garbine_Muguruza,1,1,1,0,0,0,"[0.4426229508196721, 0.5394736842105263, 0.5303030303030303]","[0, 1, 1]",0.5073891625615764,1
20151006-W-Beijing-R32-Mariana_Duque_Marino-Timea_Bacsinszky,1,1,1,0,0,0,"[0.5633802816901409, 0.6071428571428571]","[1, 1]",0.5826771653543307,1
20151006-W-Beijing-R32-Ana_Ivanovic-Venus_Williams,1,1,1,0,0,0,"[0.45977011494252873, 0.37254901960784315]","[0, 0]",0.427536231884058,0
20151006-W-Beijing-R16-Irina_Falconi-Garbine_Muguruza,1,1,1,0,0,0,"[0.5652173913043478, 0.5892857142857143]","[1, 1]",0.576,1
20151005-W-Beijing-R16-Kateryna_Bondarenko-Madison_Keys,1,1,1,0,0,0,"[0.40350877192982454, 0.6444444444444445, 0.7352941176470589]","[0, 1, 1]",0.5661764705882353,1
20151004-W-Wuhan-F-Venus_Williams-Garbine_Muguruza,1,1,1,0,0,0,"[0.4576271186440678, 0.2]","[0, 0]",0.40540540540540543,0
20151002-W-Wuhan-SF-Angelique_Kerber-Garbine_Muguruza,0,1,1,0,0,0,"[0.5443037974683544, 0.5148514851485149]","[1, 1]",0.5277777777777778,1
20150925-W-Tokyo-QF-Belinda_Bencic-Garbine_Muguruza,1,1,1,0,0,0,"[0.46808510638297873, 0.36]","[0, 0]",0.4305555555555556,0
20150923-W-Tokyo-R16-Garbine_Muguruza-Barbora_Zahlavova_Strycova,1,1,1,0,0,0,"[0.41818181818181815, 0.4675324675324675]","[0, 0]",0.44696969696969696,0
20150912-W-US_Open-F-Roberta_Vinci-Flavia_Pennetta,1,1,1,0,0,0,"[0.5151515151515151, 0.6122448979591837]","[1, 1]",0.5472972972972973,1
20150911-W-US_Open-SF-Serena_Williams-Roberta_Vinci,1,1,1,0,0,0,"[0.37735849056603776, 0.5, 0.5396825396825397]","[0, 1, 1]",0.47752808988764045,1
20150909-W-US_Open-QF-Venus_Williams-Serena_Williams,1,1,1,0,0,0,"[0.5925925925925926, 0.3404255319148936, 0.56]","[1, 0, 1]",0.5033112582781457,1
20150906-W-US_Open-R16-Serena_Williams-Madison_Keys,1,1,1,0,0,0,"[0.40425531914893614, 0.4444444444444444]","[0, 0]",0.42727272727272725,0
20150905-W-US_Open-R32-Angelique_Kerber-Victoria_Azarenka,0,1,1,0,0,0,"[0.5494505494505495, 0.4, 0.5411764705882353]","[1, 0, 1]",0.5132743362831859,1
20150904-W-US_Open-R32-Venus_Williams-Belinda_Bencic,1,1,1,0,0,0,"[0.41509433962264153, 0.4426229508196721]","[0, 0]",0.4298245614035088,0
20150904-W-US_Open-R32-Dominika_Cibulkova-Eugenie_Bouchard,1,1,1,0,0,0,"[0.5257731958762887, 0.5, 0.5757575757575758]","[1, 0, 1]",0.5319148936170213,1
20150904-W-US_Open-R32-Bethanie_Mattek_Sands-Serena_Williams,1,1,1,0,0,0,"[0.4307692307692308, 0.5797101449275363, 0.7575757575757576]","[0, 1, 1]",0.5568862275449101,1
20150903-W-US_Open-R64-Caroline_Wozniacki-Petra_Cetkovska,1,1,1,0,0,0,"[0.5737704918032787, 0.4578313253012048, 0.5591397849462365]","[1, 0, 1]",0.5274261603375527,1
20150902-W-US_Open-R64-Serena_Williams-Kiki_Bertens,1,1,1,0,0,0,"[0.4835164835164835, 0.39622641509433965]","[0, 0]",0.4513888888888889,0
20150902-W-US_Open-R64-Mariana_Duque_Marino-Oceane_Dodin,1,1,1,0,0,0,"[0.34210526315789475, 0.5157894736842106, 0.3898305084745763]","[0, 1, 0]",0.4427083333333333,0
20150902-W-US_Open-R64-Eugenie_Bouchard-Polona_Hercog,1,1,1,0,0,0,"[0.43636363636363634, 0.55, 0.45588235294117646]","[0, 1, 0]",0.4876847290640394,0
20150831-W-US_Open-R128-Serena_Williams-Vitalia_Diatchenko,1,1,1,0,0,0,"[0.1724137931034483, 0.0]","[0, 0]",0.13513513513513514,0
20150831-W-US_Open-R128-Eugenie_Bouchard-Alison_Riske,1,1,1,0,0,0,"[0.47560975609756095, 0.42857142857142855]","[0, 0]",0.45394736842105265,0
20150831-W-US_Open-R128-Dominika_Cibulkova-Ana_Ivanovic,1,1,1,0,0,0,"[0.4827586206896552, 0.5932203389830508, 0.42592592592592593]","[0, 1, 0]",0.5029239766081871,0
20150831-W-US_Open-R128-Alison_Van_Uytvanck-Jessica_Pegula,1,1,1,0,0,0,"[0.527027027027027, 0.5555555555555556]","[1, 1]",0.5390625,1
20150829-W-New_Haven-F-Petra_Kvitova-Lucie_Safarova,0,0,1,0,0,0,"[0.5208333333333334, 0.38596491228070173, 0.3902439024390244]","[1, 0, 0]",0.4536082474226804,0
20150828-W-New_Haven-SF-Lesia_Tsurenko-Lucie_Safarova,1,0,1,0,0,0,"[0.6170212765957447, 0.5357142857142857]","[1, 1]",0.5648854961832062,1
20150827-W-Seoul-F-Aliaksandra_Sasnovich-Irina_Camelia_Begu,1,1,1,0,0,0,"[0.576271186440678, 0.6428571428571429]","[1, 1]",0.6039603960396039,1
20150826-W-New_Haven-R16-Petra_Kvitova-Madison_Keys,0,1,1,0,0,0,"[0.5833333333333334, 0.38181818181818183, 0.42105263157894735]","[1, 0, 0]",0.45625,0
20150824-W-New_Haven-R32-Lucie_Safarova-Daria_Gavrilova,0,1,1,0,0,0,"[0.4444444444444444, 0.4696969696969697]","[0, 0]",0.4583333333333333,0
20150824-W-New_Haven-R32-Eugenie_Bouchard-Roberta_Vinci,1,1,1,0,0,0,"[0.6904761904761905, 0.6346153846153846]","[1, 1]",0.6595744680851063,1
20150822-W-Cincinnati-SF-Serena_Williams-Elina_Svitolina,1,1,1,0,0,0,"[0.4583333333333333, 0.423728813559322]","[0, 0]",0.44274809160305345,0
20150821-W-Cincinnati-QF-Lucie_Safarova-Elina_Svitolina,0,1,1,0,0,0,"[0.5892857142857143, 0.4074074074074074, 0.6666666666666666]","[1, 0, 1]",0.5506329113924051,1
20150821-W-Cincinnati-QF-Ana_Ivanovic-Serena_Williams,1,1,1,0,0,0,"[0.4107142857142857, 0.5294117647058824, 0.6458333333333334]","[0, 1, 1]",0.5232558139534884,1
20150820-W-Cincinnati-R16-Elina_Svitolina-Caroline_Garcia,1,1,1,0,0,0,"[0.34146341463414637, 0.38461538461538464]","[0, 0]",0.3655913978494624,0
20150818-W-Cincinnati-R32-Anna_Karolina_Schmiedlova-Agnieszka_Radwanska,1,1,1,0,0,0,"[0.524390243902439, 0.4, 0.3673469387755102]","[1, 0, 0]",0.44623655913978494,0
20150813-W-Toronto-R16-Serena_Williams-Andrea_Petkovic,1,1,1,0,0,0,"[0.4166666666666667, 0.3488372093023256]","[0, 0]",0.38461538461538464,0
20150813-W-Toronto-R16-Daria_Gavrilova-Roberta_Vinci,1,1,1,0,0,0,"[0.5428571428571428, 0.56]","[1, 1]",0.55,1
20150812-W-Toronto-R32-Petra_Kvitova-Victoria_Azarenka,0,1,1,0,0,0,"[0.6, 0.5492957746478874]","[1, 1]",0.5702479338842975,1
20150811-W-Toronto-R64-Eugenie_Bouchard-Belinda_Bencic,1,1,1,0,0,0,"[0.6842105263157895, 0.4772727272727273, 0.6086956521739131]","[1, 0, 1]",0.5581395348837209,1
20150811-W-Toronto-R64-Dominika_Cibulkova-Sloane_Stephens,1,1,1,0,0,0,"[0.44155844155844154, 0.4605263157894737]","[0, 0]",0.45098039215686275,0
20150808-W-Stanford-SF-Angelique_Kerber-Elina_Svitolina,0,1,1,0,0,0,"[0.4230769230769231, 0.2894736842105263]","[0, 0]",0.36666666666666664,0
20150807-W-Stanford-QF-Agnieszka_Radwanska-Angelique_Kerber,1,0,1,0,0,0,"[0.45901639344262296, 0.5131578947368421, 0.5645161290322581]","[0, 1, 1]",0.5125628140703518,1
20150807-W-Cincinnati-R64-Alison_Riske-Elina_Svitolina,1,1,1,0,0,0,"[0.5833333333333334, 0.453125, 0.6666666666666666]","[1, 0, 1]",0.5521472392638037,1
20150805-W-Stanford-R32-Kateryna_Bondarenko-Elina_Svitolina,1,1,1,0,0,0,"[0.4714285714285714, 0.5172413793103449, 0.578125]","[0, 1, 1]",0.5203619909502263,1
20150803-W-Stanford-R32-Madison_Keys-Aleksandra_Krunic,1,1,1,0,0,0,"[0.42105263157894735, 0.23529411764705882]","[0, 0]",0.3516483516483517,0
20150802-W-Baku-F-Margarita_Gasparyan-Patricia_Maria_Tig,1,1,1,0,0,0,"[0.44642857142857145, 0.5176470588235295, 0.3333333333333333]","[0, 1, 0]",0.453551912568306,0
20150730-W-Baku-R16-Karin_Knapp-Anett_Kontaveit,1,1,1,0,0,0,"[0.3409090909090909, 0.1724137931034483]","[0, 0]",0.273972602739726,0
20150721-W-ITF_Sacramento-R32-Karina_Kristina_Vyrlan-Catherine_Cartan_Bellis,1,1,1,0,0,0,"[0.5384615384615384, 0.6842105263157895]","[1, 1]",0.5922330097087378,1
20150719-W-Bastad-F-Mona_Barthel-Johanna_Larsson,1,1,0,1,0,0,"[0.6, 0.525]","[1, 1]",0.5454545454545454,1
20150715-W-Bastad-R32-Ysaline_Bonaventure-Serena_Williams,1,1,0,1,0,0,"[0.5833333333333334, 0.6511627906976745]","[1, 1]",0.6153846153846154,1
20150711-W-Wimbledon-F-Serena_Williams-Garbine_Muguruza,1,1,0,0,1,0,"[0.4507042253521127, 0.43103448275862066]","[0, 0]",0.4418604651162791,0
20150709-W-Wimbledon-SF-Maria_Sharapova-Serena_Williams,1,1,0,0,1,0,"[0.6078431372549019, 0.5384615384615384]","[1, 1]",0.5689655172413793,1
20150709-W-Wimbledon-SF-Agnieszka_Radwanska-Garbine_Muguruza,1,1,0,0,1,0,"[0.6153846153846154, 0.45098039215686275, 0.546875]","[1, 0, 1]",0.5389221556886228,1
20150707-W-Wimbledon-QF-Victoria_Azarenka-Serena_Williams,1,1,0,0,1,0,"[0.45454545454545453, 0.5633802816901409, 0.6037735849056604]","[0, 1, 1]",0.5418994413407822,1
20150707-W-Wimbledon-QF-Maria_Sharapova-Coco_Vandeweghe,1,1,0,0,1,0,"[0.453125, 0.5154639175257731, 0.4074074074074074]","[0, 1, 0]",0.4697674418604651,0
20150707-W-Wimbledon-QF-Garbine_Muguruza-Timea_Bacsinszky,1,1,0,0,1,0,"[0.4936708860759494, 0.4423076923076923]","[0, 0]",0.4732824427480916,0
20150707-W-Wimbledon-QF-Agnieszka_Radwanska-Madison_Keys,1,1,0,0,1,0,"[0.4777777777777778, 0.6, 0.4716981132075472]","[0, 1, 0]",0.5077720207253886,0
20150706-W-Wimbledon-R16-Venus_Williams-Serena_Williams,1,1,0,0,1,0,"[0.6, 0.5892857142857143]","[1, 1]",0.5948275862068966,1
20150706-W-Wimbledon-R16-Coco_Vandeweghe-Lucie_Safarova,1,0,0,0,1,0,"[0.4666666666666667, 0.48314606741573035]","[0, 0]",0.47560975609756095,0
20150706-W-Wimbledon-R16-Caroline_Wozniacki-Garbine_Muguruza,1,1,0,0,1,0,"[0.5230769230769231, 0.5342465753424658]","[1, 1]",0.5289855072463768,1
20150704-W-Wimbledon-R32-Timea_Bacsinszky-Sabine_Lisicki,1,1,0,0,1,0,"[0.4444444444444444, 0.41379310344827586]","[0, 0]",0.42857142857142855,0
20150704-W-Wimbledon-R32-Camila_Giorgi-Caroline_Wozniacki,1,1,0,0,1,0,"[0.5692307692307692, 0.6829268292682927]","[1, 1]",0.6132075471698113,1
20150703-W-Wimbledon-R32-Maria_Sharapova-Irina_Camelia_Begu,1,1,0,0,1,0,"[0.4406779661016949, 0.41509433962264153]","[0, 0]",0.42857142857142855,0
20150702-W-Wimbledon-R64-Anastasia_Pavlyuchenkova-Angelique_Kerber,1,0,0,0,1,0,"[0.532258064516129, 0.6170212765957447]","[1, 1]",0.5688073394495413,1
20150701-W-Wimbledon-R64-Kristina_Mladenovic-Jelena_Ostapenko,1,1,0,0,1,0,"[0.42, 0.47435897435897434]","[0, 0]",0.453125,0
20150701-W-Wimbledon-R64-Coco_Vandeweghe-Karolina_Pliskova,1,1,0,0,1,0,"[0.4945054945054945, 0.43333333333333335]","[0, 0]",0.47019867549668876,0
20150630-W-Wimbledon-R128-Sachia_Vickery-Ekaterina_Makarova,1,0,0,0,1,0,"[0.6190476190476191, 0.55]","[1, 1]",0.5784313725490197,1
20150630-W-Wimbledon-R128-Petra_Kvitova-Kiki_Bertens,0,1,0,0,1,0,"[0.25, 0.1724137931034483]","[0, 0]",0.21311475409836064,0
20150630-W-Wimbledon-R128-Elina_Svitolina-Misaki_Doi,1,0,0,0,1,0,"[0.5625, 0.4423076923076923, 0.3695652173913043]","[1, 0, 0]",0.4691358024691358,0
20150629-W-Wimbledon-R128-Ana_Ivanovic-Yi_Fan_Xu,1,0,0,0,1,0,"[0.38461538461538464, 0.37254901960784315]","[0, 0]",0.3786407766990291,0
20150625-W-Eastbourne-QF-Belinda_Bencic-Johanna_Konta,1,1,0,0,1,0,"[0.5769230769230769, 0.28205128205128205, 0.44776119402985076]","[1, 0, 0]",0.44936708860759494,0
20150623-W-Eastbourne-R32-Madison_Keys-Belinda_Bencic,1,1,0,0,1,0,"[0.6341463414634146, 0.5769230769230769]","[1, 1]",0.6021505376344086,1
20150622-W-Eastbourne-R64-Irina_Camelia_Begu-Barbora_Zahlavova_Strycova,1,1,0,0,1,0,"[0.5555555555555556, 0.625]","[1, 1]",0.5855855855855856,1
20150621-W-Birmingham-F-Karolina_Pliskova-Angelique_Kerber,1,0,0,0,1,0,"[0.5060240963855421, 0.6078431372549019, 0.5274725274725275]","[0, 1, 1]",0.5377777777777778,1
20150620-W-Birmingham-SF-Kristina_Mladenovic-Karolina_Pliskova,1,1,0,0,1,0,"[0.6304347826086957, 0.5256410256410257]","[1, 1]",0.5645161290322581,1
20150619-W-Birmingham-QF-Katerina_Siniakova-Angelique_Kerber,1,0,0,0,1,0,"[0.5714285714285714, 0.5394736842105263]","[1, 1]",0.5547945205479452,1
20150618-W-Birmingham-R16-Kristina_Mladenovic-Barbora_Zahlavova_Strycova,1,1,0,0,1,0,"[0.4588235294117647, 0.4107142857142857]","[0, 0]",0.4397163120567376,0
20150617-W-Birmingham-R32-Sabine_Lisicki-Belinda_Bencic,1,1,0,0,1,0,"[0.41935483870967744, 0.45454545454545453]","[0, 0]",0.43884892086330934,0
20150617-W-Birmingham-R32-Ana_Ivanovic-Michelle_Larcher_De_Brito,1,1,0,0,1,0,"[0.559322033898305, 0.391304347826087, 0.525]","[1, 0, 1]",0.5027027027027027,1
20150616-W-Birmingham-R64-Aleksandra_Krunic-Heather_Watson,1,1,0,0,1,0,"[0.5, 0.46551724137931033]","[0, 0]",0.4866666666666667,0
20150615-W-Nottingham-F-Monica_Niculescu-Ana_Konjuh,1,1,0,0,1,0,"[0.30952380952380953, 0.5079365079365079, 0.5909090909090909]","[0, 1, 1]",0.47651006711409394,1
20150615-W-Birmingham-R64-Magdalena_Rybarikova-Garbine_Muguruza,1,1,0,0,1,0,"[0.4406779661016949, 0.34146341463414637]","[0, 0]",0.4,0
20150614-W-s_Hertogenbosch-F-Camila_Giorgi-Belinda_Bencic,1,1,0,0,1,0,"[0.4927536231884058, 0.40425531914893614]","[0, 0]",0.45689655172413796,0
20150614-W-Nottingham-SF-Agnieszka_Radwanska-Monica_Niculescu,1,1,0,0,1,0,"[0.4675324675324675, 0.5333333333333333, 0.7]","[0, 1, 1]",0.5423728813559322,1
20150611-W-s_Hertogenbosch-R16-Jelena_Jankovic-Andrea_Hlavackova,1,1,0,0,1,0,"[0.325, 0.4426229508196721]","[0, 0]",0.39603960396039606,0
20150611-W-s_Hertogenbosch-R16-Anastasia_Pavlyuchenkova-Kiki_Bertens,1,1,0,0,1,0,"[0.64, 0.5692307692307692]","[1, 1]",0.6,1
20150608-W-s_Hertogenbosch-R32-Michaella_Krajicek-Oceane_Dodin,1,1,0,0,1,0,"[0.47619047619047616, 0.4444444444444444]","[0, 0]",0.46153846153846156,0
20150606-W-Roland_Garros-F-Serena_Williams-Lucie_Safarova,1,0,0,1,0,0,"[0.4230769230769231, 0.5180722891566265, 0.37209302325581395]","[0, 1, 0]",0.4550561797752809,0
20150604-W-Roland_Garros-SF-Serena_Williams-Timea_Bacsinszky,1,1,0,1,0,0,"[0.515625, 0.4426229508196721, 0.3076923076923077]","[1, 0, 0]",0.43902439024390244,0
20150604-W-Roland_Garros-SF-Ana_Ivanovic-Lucie_Safarova,1,0,0,1,0,0,"[0.5466666666666666, 0.5368421052631579]","[1, 1]",0.5411764705882353,1
20150602-W-Roland_Garros-QF-Serena_Williams-Sara_Errani,1,1,0,1,0,0,"[0.34146341463414637, 0.4444444444444444]","[0, 0]",0.40384615384615385,0
20150602-W-Roland_Garros-QF-Ana_Ivanovic-Elina_Svitolina,1,1,0,1,0,0,"[0.4262295081967213, 0.42105263157894735]","[0, 0]",0.423728813559322,0
20150601-W-Roland_Garros-R16-Petra_Kvitova-Timea_Bacsinszky,0,1,0,1,0,0,"[0.38636363636363635, 0.6071428571428571, 0.6153846153846154]","[0, 1, 1]",0.5460526315789473,1
20150531-W-Roland_Garros-R16-Garbine_Muguruza-Flavia_Pennetta,1,1,0,1,0,0,"[0.45161290322580644, 0.46875]","[0, 0]",0.4603174603174603,0
20150531-W-Roland_Garros-R16-Alize_Cornet-Elina_Svitolina,1,1,0,1,0,0,"[0.5957446808510638, 0.5148514851485149]","[1, 1]",0.5405405405405406,1
20150530-W-Roland_Garros-R32-Victoria_Azarenka-Serena_Williams,1,1,0,1,0,0,"[0.43333333333333335, 0.5538461538461539, 0.6190476190476191]","[0, 1, 1]",0.5269461077844312,1
20150530-W-Roland_Garros-R32-Madison_Keys-Timea_Bacsinszky,1,1,0,1,0,0,"[0.53125, 0.6170212765957447]","[1, 1]",0.5675675675675675,1
20150529-W-Roland_Garros-R32-Garbine_Muguruza-Angelique_Kerber,1,0,0,1,0,0,"[0.5576923076923077, 0.38095238095238093, 0.4107142857142857]","[1, 0, 0]",0.4533333333333333,0
20150529-W-Roland_Garros-R32-Ana_Ivanovic-Donna_Vekic,1,1,0,1,0,0,"[0.325, 0.46808510638297873]","[0, 0]",0.40229885057471265,0
20150528-W-Roland_Garros-R64-Caroline_Wozniacki-Julia_Goerges,1,1,0,1,0,0,"[0.5373134328358209, 0.5185185185185185]","[1, 1]",0.527027027027027,1
20150527-W-Roland_Garros-R64-Vitalia_Diatchenko-Maria_Sharapova,1,1,0,1,0,0,"[0.5454545454545454, 0.6590909090909091]","[1, 1]",0.5909090909090909,1
20150527-W-Roland_Garros-R64-Elina_Svitolina-Yulia_Putintseva,1,1,0,1,0,0,"[0.625, 0.4375, 0.49107142857142855]","[1, 0, 0]",0.5044642857142857,0
20150527-W-Roland_Garros-R64-Camila_Giorgi-Garbine_Muguruza,1,1,0,1,0,0,"[0.6065573770491803, 0.5517241379310345]","[1, 1]",0.5798319327731093,1
20150526-W-Roland_Garros-R128-Serena_Williams-Andrea_Hlavackova,1,1,0,1,0,0,"[0.3170731707317073, 0.40350877192982454]","[0, 0]",0.3673469387755102,0
20150525-W-Roland_Garros-R128-Petra_Martic-Garbine_Muguruza,1,1,0,1,0,0,"[0.6976744186046512, 0.5932203389830508]","[1, 1]",0.6372549019607843,1
20150517-W-Rome-F-Maria_Sharapova-Carla_Suarez_Navarro,1,1,0,1,0,0,"[0.5416666666666666, 0.4642857142857143, 0.32558139534883723]","[1, 0, 0]",0.4623115577889447,0
20150516-W-Rome-SF-Maria_Sharapova-Daria_Gavrilova,1,1,0,1,0,0,"[0.44155844155844154, 0.4339622641509434]","[0, 0]",0.43846153846153846,0
20150513-W-Rome_Masters-R32-Ana_Ivanovic-Daria_Gavrilova,1,1,0,1,0,0,"[0.45977011494252873, 0.5116279069767442, 0.5212765957446809]","[0, 1, 1]",0.49812734082397003,1
20150512-W-Rome-R64-Flavia_Pennetta-Elina_Svitolina,1,1,0,1,0,0,"[0.5441176470588235, 0.6363636363636364]","[1, 1]",0.5803571428571429,1
20150509-W-ITF_Indian_Harbour_Beach-SF-Louisa_Chirico-Maria_Sanchez,1,1,0,1,0,0,"[0.5892857142857143, 0.43548387096774194, 0.38461538461538464]","[1, 0, 0]",0.47770700636942676,0
